arxiv,abstract
1509.00389,"A search for a high-mass Higgs boson $H$ is performed in the $H\to{WW}\to\ellν\ellν$ and $H\to{WW}\to\ellν{qq}$ decay channels, using $pp$ collision data corresponding to an integrated luminosity of 20.3 fb$^{-1}$, collected at $\sqrt{s}=$ 8 TeV by the ATLAS detector at the Large Hadron Collider. No evidence of a high-mass Higgs boson is found. Limits on $σ_H\times \mathrm{BR}(H\to{WW})$ as a function of the Higgs boson mass $m_H$ are determined in three different scenarios: one in which the heavy Higgs boson has a narrow width compared to the experimental resolution, one a width increasing with the boson mass and modeled by the complex-pole scheme following the same behavior as in the Standard Model, and one for intermediate widths. The upper range of the search is $m_H=1500$ GeV for the narrow-width scenario and $m_H=1000$ GeV for the other two scenarios. The lower edge of the search range is $200-300$ GeV and depends on the analysis channel and search scenario. For each scenario, individual and combined limits from the two $WW$ decay channels are presented. At $m_H = 1500$ GeV, the highest mass point tested, $σ_H\cdot\mathrm{BR}(H\rightarrow WW)$ for a narrow-width Higgs boson is constrained to be less than 22 fb and 6.6 fb at the 95% CL for the gluon fusion and vector-boson fusion production modes, respectively."
1506.00962,"A search is performed for narrow resonances decaying into $WW$, $WZ$, or $ZZ$ boson pairs using 20.3 fb$^{-1}$ of proton-proton collision data at a centre-of-mass energy of $\sqrt{s}$ = 8 TeV recorded with the ATLAS detector at the Large Hadron Collider. Diboson resonances with masses in the range from 1.3 to 3.0 TeV are sought after using the invariant mass distribution of dijets where both jets are tagged as a boson jet, compatible with a highly boosted $W$ or $Z$ boson decaying to quarks, using jet mass and substructure properties. The largest deviation from a smoothly falling background in the observed dijet invariant mass distribution occurs around 2 TeV in the $WZ$ channel, with a global significance of 2.5 standard deviations. Exclusion limits at the 95% confidence level are set on the production cross section times branching ratio for the $WZ$ final state of a new heavy gauge boson, $W'$, and for the $WW$ and $ZZ$ final states of Kaluza--Klein excitations of the graviton in a bulk Randall--Sundrum model, as a function of the resonance mass. $W'$ bosons with couplings predicted by the extended gauge model in the mass range from 1.3 to 1.5 TeV are excluded at 95% confidence level."
1708.04445,"Narrow resonances decaying into $WW$, $WZ$ or $ZZ$ boson pairs are searched for in 36.7 fb $^{-1}$ of proton-proton collision data at a centre-of-mass energy of $\sqrt{s}=13$ TeV recorded with the ATLAS detector at the Large Hadron Collider in 2015 and 2016. The diboson system is reconstructed using pairs of large-radius jets with high transverse momentum and tagged as compatible with the hadronic decay of high-momentum $W$ or $Z$ bosons, using jet mass and substructure properties. The search is sensitive to diboson resonances with masses in the range 1.2-5.0 TeV. No significant excess is observed in any signal region. Exclusion limits are set at the 95% confidence level on the production cross section times branching ratio to dibosons for a range of theories beyond the Standard Model. Model-dependent lower limits on the mass of new gauge bosons are set, with the highest limit set at 3.5 TeV in the context of mass-degenerate resonances that couple predominantly to bosons."
1906.08589,"Narrow resonances decaying into $WW$, $WZ$ or $ZZ$ boson pairs are searched for in 139 fb$^{-1}$ of proton-proton collision data at a centre-of-mass energy of $\sqrt{s}=13$ TeV recorded with the ATLAS detector at the Large Hadron Collider from 2015 to 2018. The diboson system is reconstructed using pairs of high transverse momentum, large-radius jets. These jets are built from a combination of calorimeter- and tracker-inputs compatible with the hadronic decay of a boosted $W$ or $Z$ boson, using jet mass and substructure properties. The search is performed for diboson resonances with masses greater than 1.3 TeV. No significant deviations from the background expectations are observed. Exclusion limits at the 95% confidence level are set on the production cross-section times branching ratio into dibosons for resonances in a range of theories beyond the Standard Model, with the highest excluded mass of a new gauge boson at 3.8 TeV in the context of mass-degenerate resonances that couple predominantly to gauge bosons."
1606.04833,"Searches for new heavy resonances decaying to $WW$, $WZ$, and $ZZ$ bosons are presented, using a data sample corresponding to 3.2 fb$^{-1}$ of $pp$ collisions at $\sqrt{s}=13$ TeV collected with the ATLAS detector at the CERN Large Hadron Collider. Analyses selecting $ννqq$, $\ellνqq$, $\ell\ell qq$ and $qqqq$ final states are combined, searching for a narrow-width resonance with mass between 500 and 3000 GeV. The discriminating variable is either an invariant mass or a transverse mass. No significant deviations from the Standard Model predictions are observed. Three benchmark models are tested: a model predicting the existence of a new heavy scalar singlet, a simplified model predicting a heavy vector-boson triplet, and a bulk Randall-Sundrum model with a heavy spin-2 graviton. Cross-section limits are set at the 95% confidence level and are compared to theoretical cross-section predictions for a variety of models. The data exclude a scalar singlet with mass below 2650 GeV, a heavy vector-boson triplet with mass below 2600 GeV, and a graviton with mass below 1100 GeV. These results significantly extend the previous limits set using $pp$ collisions at $\sqrt{s}=8$ TeV."
1710.01123,"A search for neutral heavy resonances is performed in the $WW\to eνμν$ decay channel using $pp$ collision data corresponding to an integrated luminosity of 36.1 fb$^{-1}$, collected at a centre-of-mass energy of 13 TeV by the ATLAS detector at the Large Hadron Collider. No evidence of such heavy resonances is found. In the search for production via the quark--antiquark annihilation or gluon--gluon fusion process, upper limits on $σ_X \times B(X \to WW)$ as a function of the resonance mass are obtained in the mass range between 200 GeV and up to 5 TeV for various benchmark models: a Higgs-like scalar in different width scenarios, a two-Higgs-doublet model, a heavy vector triplet model, and a warped extra dimensions model. In the vector-boson fusion process, constraints are also obtained on these resonances, as well as on a Higgs boson in the Georgi--Machacek model and a heavy tensor particle coupling only to gauge bosons."
1610.05088,"This paper reports a search for triboson $W^{\pm}W^{\pm}W^{\mp}$ production in two decay channels ($W^{\pm}W^{\pm}W^{\mp}\rightarrow \ell^{\pm}ν\ell^{\pm}ν\ell^{\mp}ν$ and $W^{\pm}W^{\pm}W^{\mp}\rightarrow \ell^{\pm}ν\ell^{\pm}νjj$ with $\ell=e, μ$) in proton-proton collision data corresponding to an integrated luminosity of 20.3 fb$^{-1}$ at a centre-of-mass energy of 8 TeV with the ATLAS detector at the Large Hadron Collider. Events with exactly three charged leptons, or two leptons with the same electric charge in association with two jets, are selected. The total number of events observed in data is consistent with the Standard Model (SM) predictions. The observed 95 % confidence level upper limit on the SM $W^{\pm}W^{\pm}W^{\mp}$ production cross section is found to be 730 fb with an expected limit of 560 fb in the absence of SM $W^{\pm}W^{\pm}W^{\mp}$ production. Limits are also set on $WWWW$ anomalous quartic gauge couplings."
1503.08089,A search for a new resonance decaying to a $W$ or $Z$ boson and a Higgs boson in the $\ell \ell/ \ell ν/ νν+ b \bar{b}$ final states is performed using 20.3 fb$^{-1}$ of $pp$ collision data recorded at $\sqrt{s}=$ 8 TeV with the ATLAS detector at the Large Hadron Collider. The search is conducted by examining the $WH/ZH$ invariant mass distribution for a localized excess. No significant deviation from the Standard Model background prediction is observed. The results are interpreted in terms of constraints on the Minimal Walking Technicolor model and on a simplified approach based on a phenomenological Lagrangian of Heavy Vector Triplets.
1607.05621,"A search is presented for new resonances decaying to a $W$ or $Z$ boson and a Higgs boson in the $\ell^+ \ell^- b\bar b$, $\ellνb\bar b$, and $ν\barν b\bar b$ channels in $pp$ collisions at $\sqrt s = 13$ TeV with the ATLAS detector at the Large Hadron Collider using a total integrated luminosity of 3.2 fb$^{-1}$. The search is conducted by looking for a localized excess in the $WH$/$ZH$ invariant or transverse mass distribution. No significant excess is observed, and the results are interpreted in terms of constraints on a simplified model based on a phenomenological Lagrangian of heavy vector triplets."
1707.06958,"A search for heavy resonances decaying to a $W$ or $Z$ boson and a Higgs boson in the $q\bar{q}^{(\prime)}b\bar{b}$ final state is described. The search uses 36.1 fb$^{-1}$ of proton-proton collision data at $\sqrt{s} =$ 13 TeV collected by the ATLAS detector at the CERN Large Hadron Collider in 2015 and 2016. The data are in agreement with the Standard Model expectations, with the largest excess found at a resonance mass of 3.0 TeV with a local (global) significance of 3.3 (2.1) $σ$. The results are presented in terms of constraints on a simplified model with a heavy vector triplet. Upper limits are set on the production cross-section times branching ratio for resonances decaying to a $W$ ($Z$) boson and a Higgs boson, itself decaying to $b\bar{b}$, in the mass range between 1.1 and 3.8 TeV; the limits range between 83 and 1.6 fb (77 and 1.1 fb) at 95% confidence level."
